country,adm1_code,admin_level_1,year,farmer,nextserv,nremit,nborrow,nsocben,telephone,dsmall,vpfood,foodprod,totvp,totlivstvp,yield_vha,yieldwork,yield_total,yield_weha,yield_maha,yield_riha,foodexp,pcexp2,foodownp,foodcal,totincome,qchem_ha,femhead,agehead,snghead,msize,fsize,dextens,distance,sh_agin,shagwge,shoffarm,shtrans,shother,landop,TLU_total,dmachinery,shirrland,chemexp_ha,qfert_ha,fertexp_ha,qseed_ha,seedexp_ha,dtchadmem,shagprod_sold,shinput_vp,shfert_purch,shseed_purch,shchem_purch,dborrow,amloan,famldays,wfamldays,mfamldays,hlabdays,hlabwage,offlabday,offlabwage,hhsize,eduhead,dsocben,shsocben,dremit,remitt,dphone,TLU_agg_cattle,TLU_agg_poultry,TLU_agg_other,TLU_agg_equins,TLU_agg_pigs,TLU_agg_camels,TLU_agg_goats,var_type
Viet Nam,3339,Ca Mau,2002,0.0,0.0,41300.198,1463.415,3439.399,622.372,,1400.739,2.99,1668.923,546.813,2050.192,5.503,2851.291,,,,401.422,760.047,0.268,,5952.051,,0.199,50.799,0.225,2.71,2.422,,6.314,0.692,0.079,0.114,0.088,0.027,0.587,0.4,0.01,,34.747,,312.384,,181.635,,0.542,0.44,,,,0.035,1292.338,1.098,0.428,0.671,0.213,,0.28,8.894,5.132,5.047,0.083,0.158,0.991,223.771,0.015,0.0,0.058,0.0,0.0,0.341,0.0,0.0,2
Viet Nam,3339,Ca Mau,2008,0.0,0.0,81500.0,37311.0,16977.0,0.0,,936.069,1.348,977.477,126.974,1559.906,4.726,,,,,458.832,857.881,0.312,,7193.587,,0.183,55.058,0.225,1.794,2.496,0.0,,0.679,0.098,0.109,0.084,0.029,0.324,0.083,0.0,0.414,16.697,81.771,176.565,,83.254,,0.31,0.231,,,,0.458,1083.237,1.007,0.427,0.58,0.16,9.267,0.391,8.42,4.29,5.135,0.208,0.01,1.0,259.277,0.0,0.0,0.041,0.0,0.0,0.042,0.0,0.0,2
Viet Nam,73933,Can Tho city,2002,0.0,0.0,120764.684,5905.398,16578.984,3966.794,,2095.442,4.746,2205.526,477.136,3928.8,7.347,4325.068,,,,396.942,732.226,0.274,,6699.422,,0.188,50.3,0.178,2.395,2.504,,1.09,0.584,0.072,0.264,0.056,0.025,0.502,0.435,0.249,,252.322,,713.346,,349.476,,0.743,0.476,,,,0.036,505.547,1.272,0.583,0.68,0.204,3.637,0.769,6.969,4.899,4.728,0.101,0.043,0.737,281.573,0.024,0.0,0.117,0.0,0.0,0.319,0.0,0.0,2
Viet Nam,73933,Can Tho city,2008,0.0,0.0,90578.0,30869.0,9497.0,8374.0,,4160.912,6.211,4296.233,432.723,6639.414,20.492,,,,,689.691,1119.955,0.189,,8846.589,,0.189,52.768,0.215,2.03,2.123,0.0,,0.566,0.015,0.319,0.097,0.004,0.543,0.344,0.023,0.77,317.29,844.243,1143.686,,284.176,,0.776,0.404,,,,0.341,1063.676,0.911,0.4,0.511,0.063,9.167,1.162,9.655,4.153,6.157,0.105,0.019,1.0,548.81,0.114,0.0,0.028,0.0,0.0,0.316,0.0,0.0,2
Viet Nam,3338,Cao Bang,2002,0.0,0.0,54499.335,3181.118,6045.554,4192.56,,978.842,1.735,1228.406,730.849,2465.221,2.466,3322.296,,,,329.749,594.189,0.493,,7322.188,,0.17,41.925,0.111,2.302,2.356,,0.312,0.741,0.006,0.176,0.071,0.006,0.575,0.948,0.263,,15.299,,304.609,,154.272,,0.22,0.271,,,,0.058,771.601,2.075,1.113,0.962,0.004,,0.341,6.011,4.658,6.712,0.11,0.107,0.993,221.825,0.076,0.001,0.171,0.0,0.0,0.777,0.0,0.0,2
Viet Nam,3338,Cao Bang,2008,0.0,14491.0,57809.0,47661.0,20443.0,0.0,,1421.317,1.558,1828.678,1446.562,2941.196,3.795,,,,,392.774,577.839,0.564,,4851.215,,0.104,41.138,0.095,2.054,2.297,0.165,,0.768,0.013,0.152,0.049,0.018,0.61,0.936,0.437,0.533,15.735,434.21,338.245,,151.942,,0.149,0.271,,,,0.543,686.489,1.955,1.136,0.819,0.015,8.743,0.282,9.392,4.351,6.275,0.233,0.012,0.659,119.194,0.0,0.039,0.173,0.0,0.0,0.723,0.0,0.0,2
Viet Nam,3340,Da Nang City,2002,0.0,0.0,16871.469,0.0,780.357,0.0,,1004.208,2.029,1178.556,731.026,4045.985,4.91,6030.768,,,,378.982,715.801,0.325,,6627.798,,0.345,53.063,0.365,2.387,2.557,,0.0,0.502,0.012,0.399,0.055,0.032,0.259,0.743,0.075,,219.446,,1045.273,,306.677,,0.369,0.522,,,,0.0,,0.992,0.715,0.271,0.0,,1.198,7.864,4.944,5.526,0.031,0.038,0.674,160.593,0.0,0.0,0.023,0.0,0.0,0.72,0.0,0.0,2
Viet Nam,3340,Da Nang City,2008,0.0,0.0,27090.0,6601.0,19202.0,0.0,,1259.833,1.529,1354.236,690.731,6539.93,6.486,,,,,673.207,1129.82,0.3,,6424.407,,0.583,50.991,0.357,1.61,2.367,0.0,,0.4,0.004,0.493,0.089,0.014,0.215,0.367,0.0,0.848,143.402,1067.528,1525.658,,339.251,,0.174,0.471,,,,0.231,208.846,0.713,0.526,0.187,0.0,,1.219,11.054,3.977,6.157,0.672,0.027,0.948,249.481,0.0,0.0,0.068,0.0,0.0,0.299,0.0,0.0,2
Viet Nam,73934,Dak Lak,2002,0.0,0.0,176111.504,9847.385,53562.147,3268.366,,763.805,1.517,2050.789,544.407,1404.252,5.412,3724.663,,,,320.038,539.196,0.305,,4694.721,,0.212,43.261,0.146,2.482,2.507,,0.478,0.739,0.057,0.124,0.057,0.023,0.628,0.684,0.277,,71.845,,522.733,,106.625,,0.707,0.426,,,,0.046,871.104,1.374,0.691,0.65,0.129,,0.244,7.827,4.989,6.175,0.251,0.031,0.827,143.626,0.015,0.045,0.104,0.0,0.0,0.535,0.0,0.0,2
Viet Nam,73934,Dak Lak,2008,0.0,7895.0,230645.0,141058.0,49980.0,2618.0,,1235.229,1.842,3520.916,787.304,2251.21,11.246,,,,,521.592,887.386,0.28,,7171.465,,0.127,43.875,0.088,2.446,2.415,0.033,,0.661,0.078,0.189,0.061,0.011,0.675,0.55,0.243,0.665,99.797,1282.728,1184.136,,98.742,,0.764,0.398,,,,0.598,1774.345,1.21,0.574,0.636,0.161,7.791,0.702,10.373,4.861,6.909,0.212,0.005,0.977,303.54,0.013,0.182,0.094,0.0,0.0,0.274,0.0,0.0,2
Viet Nam,73935,Dak Nong,2002,0.0,0.0,134198.406,7165.075,16382.159,5992.129,,1254.696,2.541,1549.789,787.705,3589.708,5.033,4716.695,,,,376.037,683.878,0.373,,5761.59,,0.199,47.22,0.17,2.294,2.317,,0.643,0.616,0.037,0.234,0.083,0.029,0.427,0.905,0.254,,149.756,,580.335,,246.612,,0.456,0.414,,,,0.042,824.725,1.274,0.692,0.57,0.109,2.447,0.571,6.958,4.611,6.214,0.1,0.086,0.786,233.875,0.044,0.067,0.132,0.0,0.0,0.706,0.0,0.0,2
Viet Nam,73935,Dak Nong,2008,0.0,0.0,25165.0,17767.0,11972.0,0.0,,1848.867,2.451,6477.931,754.482,2025.037,20.476,,,,,581.223,1099.244,0.279,,9337.919,,0.157,42.282,0.102,2.151,2.027,0.0,,0.77,0.036,0.101,0.07,0.023,0.906,0.634,0.148,0.566,218.958,1015.127,1354.153,,98.513,,0.803,0.436,,,,0.52,1754.257,1.382,0.589,0.793,0.069,8.036,0.283,31.533,4.178,7.804,0.35,0.009,0.736,199.069,0.0,0.127,0.244,0.0,0.0,0.263,0.0,0.0,2
Viet Nam,73936,Dien Bien,2002,0.0,0.0,134198.406,7165.075,16382.159,5992.129,,1254.696,2.541,1549.789,787.705,3589.708,5.033,4716.695,,,,376.037,683.878,0.373,,5761.59,,0.199,47.22,0.17,2.294,2.317,,0.643,0.616,0.037,0.234,0.083,0.029,0.427,0.905,0.254,,149.756,,580.335,,246.612,,0.456,0.414,,,,0.042,824.725,1.274,0.692,0.57,0.109,2.447,0.571,6.958,4.611,6.214,0.1,0.086,0.786,233.875,0.044,0.067,0.132,0.0,0.0,0.706,0.0,0.0,2
Viet Nam,73936,Dien Bien,2008,0.0,11811.0,38823.0,16181.0,2994.0,0.0,,1498.234,1.755,1773.284,1045.243,3161.984,4.492,,,,,438.611,579.601,0.539,,4221.948,,0.217,43.079,0.197,2.273,2.186,0.285,,0.726,0.0,0.156,0.114,0.004,0.647,1.028,0.019,0.335,92.882,414.309,259.845,,185.314,,0.356,0.255,,,,0.39,537.67,1.577,0.818,0.759,0.0,,0.373,7.448,4.459,4.601,0.072,0.013,0.936,139.316,0.0,0.14,0.128,0.0,0.0,0.76,0.0,0.0,2
Viet Nam,3342,Dong Nai,2002,0.0,0.0,123218.267,13094.692,4481.552,8909.874,,1298.047,2.777,1834.502,904.076,2275.781,4.361,3438.517,,,,441.962,866.252,0.142,,7369.108,,0.171,49.064,0.155,2.612,2.408,,0.136,0.48,0.055,0.275,0.116,0.074,0.594,1.59,0.243,,121.045,,545.187,,157.734,,0.708,0.503,,,,0.096,1112.085,1.449,0.678,0.735,0.136,2.708,0.768,9.73,5.02,6.022,0.033,0.067,0.904,594.892,0.065,0.024,0.282,0.0,0.0,1.283,0.0,0.0,2
Viet Nam,3342,Dong Nai,2008,0.0,2964.0,198199.0,58781.0,12571.0,4820.0,,1885.542,2.739,2485.465,2317.79,4042.073,6.928,,,,,563.211,1015.621,0.161,,10002.456,,0.196,52.978,0.145,2.287,2.506,0.015,,0.489,0.073,0.322,0.103,0.013,0.57,3.052,0.03,0.475,204.478,802.089,892.03,,144.053,,0.769,0.371,,,,0.297,799.853,1.433,0.692,0.741,0.158,9.08,1.152,10.548,4.793,6.377,0.063,0.002,1.0,552.51,0.036,0.018,0.106,0.0,0.0,2.928,0.0,0.0,2
Viet Nam,3343,Dong Thap,2002,0.0,0.0,173929.802,10092.74,23354.711,5567.903,,2244.925,5.12,2283.853,240.731,4208.624,8.648,4594.703,,,,355.645,652.817,0.234,,5274.563,,0.185,49.418,0.205,2.509,2.432,,2.574,0.647,0.074,0.17,0.067,0.043,0.546,0.248,0.401,,391.057,,789.773,,329.279,,0.747,0.546,,,,0.053,1115.19,1.242,0.556,0.675,0.258,5.936,0.435,7.718,4.941,4.207,0.123,0.041,0.919,247.645,0.029,0.005,0.059,0.0,0.0,0.184,0.0,0.0,2
Viet Nam,3343,Dong Thap,2008,0.0,0.0,177336.0,84006.0,10803.0,8914.0,,3753.986,6.385,3806.757,389.284,6127.079,17.533,,,,,582.258,938.791,0.238,,7334.761,,0.233,50.574,0.249,2.199,2.016,0.0,,0.665,0.067,0.126,0.102,0.04,0.576,0.454,0.155,0.865,356.888,854.697,1110.293,,202.619,,0.787,0.425,,,,0.457,1647.455,0.999,0.368,0.632,0.122,8.185,0.708,7.968,4.215,5.422,0.059,0.007,0.964,504.669,0.066,0.0,0.045,0.0,0.0,0.409,0.0,0.0,2
Viet Nam,3344,Gia Lai,2002,0.0,0.0,92204.834,5896.38,26890.431,3151.019,,907.41,1.914,1768.215,496.388,1822.291,4.205,3454.191,,,,316.336,561.795,0.345,,4947.1,,0.242,46.636,0.254,2.471,2.694,,0.131,0.711,0.062,0.135,0.064,0.028,0.642,0.658,0.085,,59.308,,381.561,,133.442,,0.596,0.335,,,,0.063,1799.564,1.503,0.766,0.727,0.177,,0.26,5.892,5.164,4.692,0.289,0.028,0.992,185.705,0.034,0.127,0.051,0.0,0.0,0.48,0.0,0.0,2
Viet Nam,3344,Gia Lai,2008,0.0,5390.0,119851.0,50728.0,41766.0,0.0,,1933.408,2.688,3468.589,410.148,4601.763,19.368,,,,,501.657,789.07,0.239,,7001.41,,0.224,46.876,0.163,2.272,2.317,0.045,,0.603,0.096,0.183,0.074,0.044,0.592,0.532,0.098,0.565,130.439,937.379,943.75,,207.659,,0.711,0.323,,,,0.423,2131.325,1.042,0.544,0.499,0.158,9.568,0.657,10.639,4.588,6.12,0.348,0.009,1.0,166.784,0.0,0.46,0.025,0.0,0.0,0.047,0.0,0.0,2
Viet Nam,3345,Ha Giang,2002,0.0,0.0,40250.153,2502.944,1516.965,1515.855,,1177.736,2.321,1737.93,860.445,2783.334,3.82,2975.872,,,,324.313,488.739,0.632,,5102.687,,0.105,37.751,0.052,2.24,2.609,,0.779,0.855,0.005,0.084,0.048,0.009,0.759,0.864,0.144,,44.613,,283.092,,194.622,,0.267,0.244,,,,0.057,428.046,1.866,1.05,0.792,0.012,,0.143,3.851,4.849,4.78,0.034,0.257,0.913,148.927,0.034,0.028,0.188,0.0,0.0,0.648,0.0,0.0,2
Viet Nam,3345,Ha Giang,2008,0.0,3595.0,78354.0,28448.0,7208.0,0.0,,1424.461,1.904,1887.569,1257.521,1836.008,4.694,,,,,409.078,482.995,0.563,,4222.606,,0.056,43.035,0.086,2.046,2.131,0.046,,0.788,0.026,0.121,0.062,0.004,0.874,0.881,0.148,0.301,32.382,384.239,320.511,,73.975,,0.296,0.255,,,,0.363,462.239,1.429,0.748,0.681,0.011,7.281,0.273,7.689,4.177,4.491,0.092,0.018,1.0,74.953,0.0,0.234,0.134,0.0,0.0,0.513,0.0,0.0,2
Viet Nam,3346,Ha Nam,2002,0.0,0.0,163653.655,8552.561,9677.4,3286.962,,1217.154,2.295,1238.63,1103.677,5363.205,5.438,5488.851,,,,388.424,619.797,0.536,,4661.146,,0.185,49.231,0.148,1.926,1.999,,0.187,0.607,0.006,0.239,0.122,0.026,0.238,1.226,0.276,,161.572,,665.115,,275.002,,0.253,0.419,,,,0.049,651.312,0.867,0.513,0.328,0.029,,0.622,5.78,3.925,7.594,0.056,0.156,0.94,227.333,0.019,0.011,0.143,0.0,0.0,1.071,0.0,0.0,2
Viet Nam,3346,Ha Nam,2008,0.0,1619.0,172757.0,27666.0,28988.0,2819.0,,1400.72,2.208,1468.817,1318.614,6526.445,11.195,,,,,485.103,761.273,0.427,,6107.426,,0.244,50.579,0.194,1.773,1.987,0.008,,0.561,0.013,0.301,0.108,0.016,0.229,1.872,0.04,0.905,264.811,1755.868,1100.587,,222.883,,0.362,0.404,,,,0.142,383.483,0.682,0.43,0.251,0.019,7.264,0.978,7.009,3.761,8.183,0.149,0.024,0.886,214.808,0.023,0.069,0.147,0.0,0.0,1.656,0.0,0.0,2
Viet Nam,3347,Ha Noi City,2002,0.0,0.0,134188.976,5088.32,32381.924,23978.119,,904.058,1.585,973.36,1050.675,4121.915,2.73,4425.57,,,,406.732,761.057,0.406,,6441.321,,0.161,46.427,0.101,2.273,2.515,,0.065,0.447,0.008,0.432,0.082,0.032,0.22,1.746,0.569,,142.504,,516.295,,334.012,,0.221,0.507,,,,0.029,802.511,1.282,0.818,0.438,0.04,,1.175,7.09,4.788,8.445,0.183,0.053,0.757,222.475,0.135,0.091,0.335,0.0,0.0,1.32,0.0,0.0,2
Viet Nam,3347,Ha Noi City,2008,0.0,14809.0,187489.0,16539.0,25971.0,3237.0,,954.976,1.102,982.719,540.868,5985.279,6.787,,,,,625.358,1117.976,0.278,,7012.097,,0.409,46.966,0.29,1.936,2.296,0.075,,0.358,0.009,0.505,0.101,0.027,0.181,0.627,0.162,0.92,195.414,1457.552,962.5,,208.668,,0.303,0.441,,,,0.084,153.045,0.915,0.601,0.313,0.02,9.078,1.453,8.3,4.231,7.737,0.132,0.014,0.953,189.449,0.031,0.073,0.057,0.0,0.0,0.496,0.0,0.0,2
Viet Nam,3348,Ha Tay,2002,0.0,0.0,324341.087,24780.348,37517.164,10708.837,,1087.742,1.993,1131.542,939.943,5772.403,4.478,6020.779,,,,369.217,635.286,0.451,,5451.868,,0.196,45.937,0.149,2.11,2.265,,0.101,0.507,0.015,0.371,0.089,0.018,0.201,1.402,0.239,,130.854,,664.915,,319.28,,0.204,0.433,,,,0.053,630.947,0.787,0.518,0.262,0.067,1.126,0.861,5.83,4.376,7.474,0.08,0.093,0.69,192.601,0.023,0.024,0.146,0.0,0.0,1.233,0.0,0.0,2
Viet Nam,3348,Ha Tay,2008,0.0,16713.0,266236.0,50963.0,61429.0,0.0,,1233.872,1.689,1298.501,1164.402,7159.273,8.796,,,,,536.326,784.726,0.353,,6704.305,,0.207,50.409,0.174,2.044,2.095,0.033,,0.467,0.003,0.41,0.103,0.017,0.186,2.806,0.049,0.953,171.599,1514.237,1157.633,,236.513,,0.288,0.379,,,,0.1,217.684,0.842,0.502,0.34,0.001,4.926,1.158,7.938,4.14,8.065,0.12,0.02,0.521,299.756,0.0,0.114,0.166,0.0,0.0,2.526,0.0,0.0,2
Viet Nam,3349,Ha Tinh,2002,0.0,0.0,178585.418,28484.965,35535.067,4994.492,,934.228,1.929,1194.35,646.206,3071.779,3.073,6657.071,,,,293.537,534.215,0.512,,4844.396,,0.139,47.922,0.097,2.131,2.126,,0.418,0.697,0.002,0.14,0.132,0.029,0.331,0.777,0.219,,69.837,,518.078,,215.246,,0.251,0.347,,,,0.112,777.584,1.513,0.914,0.595,0.007,,0.285,5.962,4.257,8.52,0.14,0.096,0.703,260.757,0.02,0.038,0.128,0.0,0.0,0.61,0.0,0.0,2
Viet Nam,3349,Ha Tinh,2008,0.0,34138.0,228117.0,136495.0,122084.0,0.0,,1050.397,1.528,1434.68,635.767,3508.331,4.574,,,,,454.5,766.605,0.415,,4659.833,,0.23,52.293,0.192,1.937,2.022,0.11,,0.56,0.014,0.174,0.232,0.02,0.331,0.66,0.104,0.647,64.463,978.096,672.123,,205.819,,0.304,0.354,,,,0.442,1063.372,1.143,0.69,0.453,0.024,5.457,0.47,7.645,3.959,8.206,0.395,0.051,0.738,561.864,0.0,0.174,0.055,0.0,0.0,0.43,0.0,0.0,2
Viet Nam,3350,Hai Duong,2002,0.0,0.0,334919.211,4555.101,28611.156,10400.419,,1331.143,2.346,1338.391,996.807,5993.468,5.422,6086.813,,,,371.962,677.415,0.451,,4751.704,,0.227,47.535,0.18,1.839,1.906,,0.032,0.625,0.008,0.223,0.122,0.021,0.236,1.193,0.419,,259.009,,776.633,,309.854,,0.309,0.409,,,,0.013,629.481,1.064,0.7,0.361,0.026,3.057,0.486,6.582,3.745,7.879,0.08,0.19,0.94,241.658,0.029,0.014,0.218,0.0,0.0,0.962,0.0,0.0,2
Viet Nam,3350,Hai Duong,2008,0.0,7947.0,408793.0,100743.0,72550.0,4890.0,,1539.721,2.021,1581.547,1190.855,7248.479,9.644,,,,,533.636,895.69,0.397,,7150.385,,0.16,50.061,0.127,1.728,2.039,0.019,,0.498,0.017,0.326,0.138,0.021,0.235,0.982,0.103,0.88,368.037,1599.659,1132.514,,218.215,,0.414,0.396,,,,0.244,678.763,0.793,0.475,0.318,0.002,8.109,0.981,9.566,3.767,8.668,0.175,0.022,0.989,391.77,0.017,0.052,0.216,0.0,0.0,0.714,0.0,0.0,2
Viet Nam,3351,Hai Phong City,2002,0.0,0.0,249708.348,10213.715,31866.126,10469.461,,1108.206,1.932,1148.811,891.75,5368.617,3.889,5723.528,,,,423.167,729.505,0.465,,5104.174,,0.233,46.675,0.148,1.907,2.083,,0.07,0.49,0.01,0.355,0.117,0.028,0.206,0.888,0.213,,178.268,,661.72,,256.061,,0.225,0.373,,,,0.039,395.553,1.106,0.711,0.386,0.046,0.95,0.839,6.846,3.99,7.716,0.122,0.145,0.957,227.566,0.04,0.018,0.076,0.0,0.0,0.794,0.0,0.0,2
Viet Nam,3351,Hai Phong City,2008,0.0,0.0,246027.0,83685.0,64476.0,6791.0,,1228.185,1.707,1338.723,753.9,6453.822,6.2,,,,,617.717,989.03,0.358,,6049.957,,0.179,49.93,0.132,1.868,2.051,0.0,,0.43,0.014,0.407,0.118,0.031,0.2,0.382,0.061,0.797,239.731,1345.809,902.71,,234.596,,0.322,0.342,,,,0.34,536.109,0.941,0.58,0.362,0.019,7.913,1.199,8.846,3.919,8.177,0.262,0.022,1.0,370.251,0.041,0.0,0.137,0.0,0.0,0.245,0.0,0.0,2
Viet Nam,73937,Hau Giang,2002,0.0,0.0,134198.406,7165.075,16382.159,5992.129,,1254.696,2.541,1549.789,787.705,3589.708,5.033,4716.695,,,,376.037,683.878,0.373,,5761.59,,0.199,47.22,0.17,2.294,2.317,,0.643,0.616,0.037,0.234,0.083,0.029,0.427,0.905,0.254,,149.756,,580.335,,246.612,,0.456,0.414,,,,0.042,824.725,1.274,0.692,0.57,0.109,2.447,0.571,6.958,4.611,6.214,0.1,0.086,0.786,233.875,0.044,0.067,0.132,0.0,0.0,0.706,0.0,0.0,2
Viet Nam,73937,Hau Giang,2008,0.0,0.0,100733.0,52911.0,7450.0,0.0,,2437.894,3.455,2892.937,302.526,4224.149,9.623,,,,,534.902,817.657,0.279,,6842.782,,0.16,47.498,0.126,2.202,1.944,0.0,,0.507,0.115,0.24,0.102,0.036,0.508,0.173,0.0,0.727,231.27,653.171,1138.569,,238.73,,0.631,0.402,,,,0.525,860.983,0.978,0.459,0.519,0.249,7.373,0.684,8.931,4.146,5.531,0.074,0.008,1.0,509.544,0.0,0.0,0.06,0.0,0.0,0.113,0.0,0.0,2
Viet Nam,3352,Ho Chi Minh City,2002,0.0,0.0,50131.065,1901.54,12460.922,6269.091,,801.82,1.658,1123.73,1424.426,1924.826,3.123,6005.934,,,,550.715,1589.553,0.184,,9490.911,,0.359,51.595,0.217,2.453,2.009,,0.0,0.381,0.02,0.473,0.075,0.051,0.397,0.583,0.394,,141.578,,394.175,,200.141,,0.426,0.515,,,,0.026,734.401,1.304,0.382,0.852,0.061,,1.238,10.342,4.462,5.55,0.172,0.026,0.69,345.135,0.086,0.269,0.082,0.0,0.0,0.233,0.0,0.0,2
Viet Nam,3352,Ho Chi Minh City,2008,0.0,0.0,38164.0,5617.0,0.0,0.0,,3158.531,4.145,4248.403,4556.482,7051.71,9.731,,,,,972.545,1529.116,0.06,,14062.888,,0.198,47.271,0.107,2.094,2.154,0.0,,0.604,0.015,0.321,0.041,0.019,0.497,2.871,0.0,0.871,222.718,1245.647,1176.469,,347.541,,0.907,0.298,,,,0.114,131.896,1.659,0.792,0.867,0.068,7.816,1.545,10.131,4.247,6.269,0.0,0.0,0.774,415.022,0.0,0.15,0.005,0.0,0.0,2.716,0.0,0.0,2
Viet Nam,3353,Hoa Binh,2002,0.0,0.0,59700.843,9686.235,13297.136,2510.378,,1068.013,2.038,1383.851,616.973,3026.665,2.36,3884.431,,,,305.352,486.939,0.593,,4430.597,,0.101,41.873,0.09,2.324,2.222,,0.0,0.798,0.016,0.102,0.052,0.032,0.461,0.724,0.102,,41.765,,283.341,,199.549,,0.289,0.215,,,,0.091,715.516,2.116,1.14,0.977,0.076,1.843,0.205,4.5,4.546,7.388,0.125,0.034,0.561,149.066,0.024,0.041,0.117,0.0,0.0,0.566,0.0,0.0,2
Viet Nam,3353,Hoa Binh,2008,0.0,8792.0,112495.0,60874.0,11110.0,0.0,,1275.983,1.553,1729.568,1120.52,3938.852,4.754,,,,,468.469,620.028,0.518,,5672.816,,0.143,42.807,0.099,2.155,2.22,0.069,,0.665,0.05,0.19,0.085,0.01,0.473,1.482,0.109,0.464,33.502,731.223,551.127,,241.692,,0.306,0.27,,,,0.477,774.409,1.635,0.861,0.774,0.083,6.72,0.471,6.492,4.374,7.894,0.087,0.005,0.882,231.53,0.0,0.494,0.107,0.0,0.0,0.88,0.0,0.0,2
Viet Nam,3354,Hung Yen,2002,0.0,0.0,169565.865,8460.872,23304.137,8190.658,,1328.974,2.249,1397.602,877.215,6297.943,6.541,6725.726,,,,374.295,643.586,0.449,,4727.872,,0.153,46.999,0.144,1.979,2.016,,0.162,0.581,0.001,0.282,0.105,0.031,0.217,1.205,0.457,,311.265,,890.025,,321.907,,0.355,0.435,,,,0.036,693.017,0.917,0.552,0.343,0.008,0.999,0.612,5.948,3.995,7.99,0.1,0.103,0.727,207.886,0.035,0.025,0.158,0.0,0.0,1.022,0.0,0.0,2
Viet Nam,3354,Hung Yen,2008,0.0,2084.0,199586.0,77073.0,31915.0,5470.0,,1429.174,1.934,1524.632,815.254,7880.974,7.667,,,,,540.25,814.909,0.358,,6266.393,,0.168,50.099,0.137,1.783,1.906,0.009,,0.535,0.016,0.328,0.096,0.025,0.199,2.36,0.059,0.931,401.989,1749.058,1193.075,,248.878,,0.458,0.353,,,,0.314,708.633,0.927,0.544,0.383,0.017,9.843,1.043,8.45,3.689,8.486,0.13,0.012,0.814,224.895,0.035,0.79,0.233,0.0,0.0,1.337,0.0,0.0,2
Viet Nam,3355,Khanh Hoa,2002,0.0,0.0,61770.202,2758.217,3534.013,9401.872,,882.612,1.777,1164.818,523.155,3317.82,6.028,4081.943,,,,479.814,872.898,0.198,,6188.071,,0.216,51.818,0.23,2.299,2.153,,0.018,0.424,0.067,0.362,0.097,0.05,0.314,0.804,0.127,,148.8,,463.795,,263.206,,0.605,0.543,,,,0.03,754.72,0.661,0.326,0.321,0.127,2.724,0.863,7.739,4.452,6.181,0.038,0.024,0.672,314.432,0.102,0.01,0.098,0.0,0.0,0.696,0.0,0.0,2
Viet Nam,3355,Khanh Hoa,2008,0.0,5850.0,74309.0,34064.0,17058.0,2053.0,,1365.5,1.979,1809.892,490.351,4782.516,10.252,,,,,524.207,848.667,0.181,,5544.717,,0.298,51.195,0.262,2.16,2.307,0.058,,0.454,0.103,0.309,0.089,0.044,0.381,0.549,0.049,0.608,216.956,591.55,847.557,,293.364,,0.626,0.389,,,,0.337,600.998,0.919,0.487,0.432,0.193,7.305,0.737,8.355,4.467,5.408,0.169,0.003,0.736,308.429,0.058,0.314,0.148,0.0,0.0,0.087,0.0,0.0,2
Viet Nam,3356,Kien Giang,2002,0.0,0.0,61536.14,2621.936,2741.392,4797.693,,2089.549,4.699,2222.893,455.123,3199.721,9.259,3660.366,,,,438.462,724.36,0.281,,6481.18,,0.184,50.226,0.173,2.415,2.728,,2.735,0.614,0.086,0.218,0.041,0.041,0.644,0.533,0.181,,185.41,,809.126,,462.007,,0.693,0.556,,,,0.025,975.872,0.887,0.427,0.458,0.266,,0.555,7.256,5.143,4.773,0.026,0.091,0.586,190.65,0.046,0.0,0.134,0.0,0.0,0.398,0.0,0.0,2
Viet Nam,3356,Kien Giang,2008,0.0,2491.0,120704.0,80415.0,5295.0,0.0,,3442.486,5.809,3517.892,550.627,4855.419,15.068,,,,,572.543,843.564,0.321,,7285.37,,0.214,51.427,0.216,2.319,2.012,0.018,,0.643,0.118,0.136,0.087,0.016,0.655,0.332,0.0,0.696,253.624,552.232,750.462,,213.657,,0.705,0.388,,,,0.576,1133.181,0.846,0.356,0.49,0.242,7.104,0.543,10.049,4.331,4.691,0.038,0.0,0.864,548.423,0.0,0.0,0.145,0.0,0.0,0.187,0.0,0.0,2
Viet Nam,3357,Kon Tum,2002,0.0,0.0,28092.758,182.53,14184.897,774.447,,987.019,1.936,1959.639,651.29,1992.565,4.936,4715.294,,,,399.739,661.08,0.36,,5686.159,,0.123,45.31,0.175,2.507,2.222,,5.272,0.811,0.057,0.053,0.056,0.022,0.649,0.72,0.14,,77.559,,418.727,,127.118,,0.524,0.219,,,,0.006,1712.184,1.429,0.695,0.734,0.174,3.411,0.154,6.838,4.729,4.794,0.43,0.018,0.852,169.379,0.023,0.168,0.058,0.0,0.0,0.494,0.0,0.0,2
Viet Nam,3357,Kon Tum,2008,0.0,6078.0,38842.0,24124.0,7884.0,0.0,,1313.66,2.192,1734.4,813.754,2740.709,8.316,,,,,448.735,629.295,0.44,,5241.892,,0.141,45.594,0.073,2.799,2.147,0.141,,0.606,0.127,0.186,0.064,0.017,0.647,0.818,0.029,0.382,45.297,370.802,296.701,,114.783,,0.481,0.275,,,,0.558,1406.621,1.148,0.538,0.609,0.184,9.312,0.53,10.5,4.945,4.476,0.183,0.003,0.899,130.752,0.0,0.158,0.064,0.0,0.0,0.596,0.0,0.0,2
